market,slug,clobID,closingDate,outcome,probability7d,probability6d,probability5d,probability4d,probability3d,probability2d,probability1d,volume
Will SER hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-ser-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,72957402334385802044975932614399871554290937495047858510626382241340671471206,2025-10-26T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.999,1307033.84348
Will VfB Stuttgart win on 2025-10-26?,bun-stu-mai-2025-10-26-stu,26848550774478205578208491286948530752034865207365233305492512288372006632857,2025-10-26T16:30:00Z,True,0.575,0.575,0.545,0.55,0.56,0.565,0.55,137236.160608
Will Lille OSC win on 2025-10-26?,fl1-lil-met-2025-10-26-lil,25224715079252658049645829182541164480646316207055635729731486551621370632158,2025-10-26T14:00:00Z,True,0.71,0.715,0.73,0.74,0.74,0.74,0.74,143056.38278
Will Torino win on 2025-10-26?,sea-tor-gen-2025-10-26-tor,12360222911488198673273087483862099963908820677330542093738353033844250536596,2025-10-26T11:30:00Z,False,0.595,0.575,0.5800000000000001,0.585,0.575,0.585,0.5900000000000001,149812.615551
Will Real Madrid win on 2025-10-26?,lal-rea-bar-2025-10-26-rea,102667958556410723534904173000685234343650257142457500846037412514897211951970,2025-10-26T15:15:00Z,False,0.52,0.5349999999999999,0.52,0.53,0.52,0.52,0.515,1512898.796906
Will LLA win the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-lla-win-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,33902570674321993429070657260862319864678287275050842190985023439088144864342,2025-10-26T12:00:00Z,True,0.665,0.705,0.71,0.735,0.755,0.745,0.74,1602204.389616
Will Barcelona win on 2025-10-26?,lal-rea-bar-2025-10-26-bar,89398369390899357156058128408730028525898031600412831250645933016730008025424,2025-10-26T15:15:00Z,True,0.7,0.7,0.7150000000000001,0.7050000000000001,0.7050000000000001,0.6950000000000001,0.7,1663682.815157
Will HNP hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-hnp-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,24719455450355487112454784631766414207390544465660136560464562052998210957984,2025-10-26T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.998,1973822.083361
Will PRO hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-pro-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,63663888640277949211388290148566008375016903068493418775882187619549837980836,2025-10-26T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,2040643.861361
Will HNP win the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-hnp-win-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,54475761157124048572095854319588250451127859213794653673898303075747792601487,2025-10-26T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,2324363.060788
Will LLA hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-lla-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,89151134780356280738649072653979539187763793538714467878532056272766867687186,2025-10-26T12:00:00Z,False,0.843,0.9125,0.935,0.8674999999999999,0.9105,0.927,0.9385,2510827.184352
Will UP hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-up-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,76480385491100744386073066849150779272601461442701749556017790221845555913897,2025-10-26T12:00:00Z,False,0.8555,0.8625,0.916,0.8645,0.909,0.928,0.936,2578327.823631
Will FIT-U hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-fit-u-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,85465567720065644126758398555839755034819174915357405875209047389483410134576,2025-10-26T12:00:00Z,True,0.9995,0.9995,0.9975,0.998,0.9995,0.9995,0.9995,2873318.476741
Will SER win the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-ser-win-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,77237077577952552607104876430481725318526549297900329124002774985695299747508,2025-10-26T12:00:00Z,True,0.9985,0.9985,0.9985,0.9995,0.9995,0.9995,0.9995,3854866.286442
Will FIT-U win the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-fit-u-win-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,68399061604436397310734043803324618818472896139159150069980471164940462828683,2025-10-26T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,669390.545649
Will UCR win the most seats in the Chamber of Deputies following the 2025 Argentina election?,will-ucr-win-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,4734960816237561700195874496388954779560511951048746693294422558004949775652,2025-10-26T12:00:00Z,True,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,859145.720806
Will FC Porto win on 2025-10-27?,por-mor-por-2025-10-27-por,30763905572316999090994214086433497796404517643071675905596935047299093076610,2025-10-27T20:15:00Z,True,0.735,0.74,0.74,0.735,0.745,0.745,0.76,149856.8576
Will Real Betis win on 2025-10-27?,lal-bet-mad-2025-10-27-bet,98217820197143926642444000110038541264985617792458617941949337139071456004113,2025-10-27T20:00:00Z,True,0.69,0.69,0.69,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.7050000000000001,189638.932271
Will Atletico Madrid win on 2025-10-27?,lal-bet-mad-2025-10-27-mad,11444737496154939784097307366832205233164165374009265197472352016801030309171,2025-10-27T20:00:00Z,False,0.5700000000000001,0.56,0.565,0.56,0.5549999999999999,0.55,0.56,512703.08785
"Will Elon Musk post 440-459 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-440-459,83503170553061692286160019654223851770454235785008440129292452336701707423886,2025-10-28T16:00:00Z,True,0.9805,0.9825,0.988,0.994,0.998,0.9995,0.9995,115302.550926
Will Lecce win on 2025-10-28?,sea-lec-nap-2025-10-28-lec,91766509222007786886708684447501425988021234738499724968007001421862797859599,2025-10-28T17:30:00Z,True,0.87,0.875,0.875,0.88,0.88,0.88,0.875,119086.900456
"Will Elon Musk post 420-439 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-420-439,53034756777029593935060034089025635756271001041351594059208860609888196390245,2025-10-28T16:00:00Z,True,0.9775,0.9785,0.985,0.9925,0.9985,0.9995,0.9995,128035.770299
"Will Elon Musk post 400-419 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-400-419,43627959494938353381049643497455420332594439373847272181986505028196353600143,2025-10-28T16:00:00Z,True,0.9795,0.9765,0.981,0.9885,0.9985,0.999,0.9995,130073.165422
"Will Elon Musk post 380-399 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-380-399,110902909484371140780752387814157926559745025063963278093194679149290897497698,2025-10-28T16:00:00Z,True,0.969,0.9665,0.9795,0.988,0.9965,0.9985,0.9995,165789.87692
"Will Elon Musk post 360-379 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-360-379,114828391370614357229603422505779213449281315641338318884339968071544979942466,2025-10-28T16:00:00Z,True,0.974,0.9545,0.9735,0.9855,0.996,0.9985,0.9995,167007.407828
"Will Elon Musk post 340-359 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-340-359,5472719710792183742287294324585286787622440789012624825684001391379673947981,2025-10-28T16:00:00Z,True,0.962,0.9435,0.9675,0.9805,0.9935,0.9975,0.9995,174549.809106
"Will Elon Musk post 300-319 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-300-319,43979686460221373070566264771110056779469934859438277702701862423353984329058,2025-10-28T16:00:00Z,True,0.905,0.915,0.935,0.94,0.9835,0.993,0.9975,188373.722417
Will AC Milan win on 2025-10-28?,sea-ata-mil-2025-10-28-mil,68522407635800199216339911518733640597625297979370020190894946684671944491132,2025-10-28T19:45:00Z,True,0.62,0.62,0.625,0.625,0.65,0.645,0.645,195607.559889
"Will Elon Musk post 280-299 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-280-299,94452164938264624441733486556931920969753606972016740876633193719618747983626,2025-10-28T16:00:00Z,True,0.88,0.905,0.915,0.91,0.96,0.9835,0.9975,196932.000612
Will Atalanta win on 2025-10-28?,sea-ata-mil-2025-10-28-ata,104352757742088160426929372972972400175500740497821501059050149880377966427073,2025-10-28T19:45:00Z,True,0.65,0.6599999999999999,0.6599999999999999,0.655,0.64,0.635,0.64,237495.90788
"Will Elon Musk post 260-279 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-260-279,80431547544729504344274390203079710671170773752080660775065328805103955971520,2025-10-28T16:00:00Z,True,0.87,0.9,0.885,0.88,0.9299999999999999,0.9665,0.9965,274255.903508
"Will Elon Musk post 160-179 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-160-179,95514401868225064764140971712102776099656024355821578758445801180912780516391,2025-10-28T16:00:00Z,True,0.935,0.961,0.927,0.925,0.8455,0.7645,0.5395,286171.42294
"Will Powell say ""Good afternoon"" during October press conference?",will-powell-say-good-afternoon-during-october-press-conference-812,56538638351343198849616487060789516015399129894767757859042206601460657316284,2025-10-29T00:00:00Z,True,0.9755,0.9785,0.973,0.979,0.975,0.9815,0.973,335006.259865
"Will Elon Musk post 180-199 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-180-199,112143301873123907970177426033194180140294137791945653549511533873554045180501,2025-10-28T16:00:00Z,False,0.925,0.9385,0.917,0.8865,0.8365,0.7415,0.773,380367.07883
"Will Elon Musk post 120-139 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-120-139,50549164335306751182333098774426474374844898260833652814648434133412840360471,2025-10-28T16:00:00Z,True,0.9715,0.979,0.9925,0.9775,0.981,0.957,0.992,381845.038008
"Will Elon Musk post 200-219 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-200-219,58097044572451122402156251991655808223411228952883415938107646427032424868638,2025-10-28T16:00:00Z,True,0.855,0.915,0.89,0.855,0.84,0.79,0.945,391740.20726
"Will Elon Musk post 240-259 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-240-259,112802539726901052291413268155067467876500880375595206733340610546929271377988,2025-10-28T16:00:00Z,True,0.855,0.885,0.875,0.87,0.915,0.945,0.992,411399.289031
"Will Elon Musk post 220-239 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-220-239,56058645072428989311262056525889633801419710153227022023869734184169875994907,2025-10-28T16:00:00Z,True,0.855,0.89,0.875,0.855,0.865,0.885,0.9805,427303.381617
"Will Elon Musk post 320-339 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-320-339,16194948797714094295954728405546872987608160329696866861717014592025671921319,2025-10-28T16:00:00Z,True,0.931,0.9325,0.9525,0.966,0.989,0.9965,0.9985,427981.347708
"Will Elon Musk post 460-479 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-460-479,80149267841263838111986874575948786809005987454489887425368664468673315167281,2025-10-28T16:00:00Z,True,0.979,0.9835,0.993,0.9945,0.9985,0.9985,0.9995,461244.789402
"Will Elon Musk post 140-159 tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-140-159,67289387746579953799491036281049935914208640625864084418773615776346742154251,2025-10-28T16:00:00Z,True,0.97,0.9735,0.958,0.9535,0.893,0.926,0.7975,464407.781172
Will Napoli win on 2025-10-28?,sea-lec-nap-2025-10-28-nap,94343563553490922496627301564469581100838860535094901282544136067800377784835,2025-10-28T17:30:00Z,True,0.66,0.655,0.66,0.67,0.67,0.665,0.645,519349.580555
"Will Elon Musk post 500+ tweets from October 21 to October 28, 2025?",elon-musk-of-tweets-october-21-october-28-500plus,97225964543589894492633635627416411622629062319272871686177554861629674982001,2025-10-28T16:00:00Z,True,0.9815,0.9775,0.986,0.9945,0.9985,0.9985,0.9995,622638.217846
Will US Cremonese win on 2025-10-29?,sea-gen-cre-2025-10-29-cre,31062108256521380587382742181470351392026725706493562999671864454664014020121,2025-10-29T19:45:00Z,False,0.8,0.785,0.8049999999999999,0.8049999999999999,0.81,0.8049999999999999,0.815,100685.732532
Fed increases interest rates by 25+ bps after October 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,60156625646569576964584621291475860303247825215466310280401996727843189574431,2025-10-29T12:00:00Z,True,0.9985,0.9985,0.9985,0.9985,0.9985,0.9995,0.9995,102216689.131463
Will Juventus win on 2025-10-29?,sea-juv-udi-2025-10-29-juv,29167394455649110342211228302763555343907732791743795665034706976109387647768,2025-10-29T17:30:00Z,True,0.66,0.675,0.675,0.665,0.665,0.675,0.67,106406.786995
Will FC Lorient win on 2025-10-29?,fl1-lor-psg-2025-10-29-lor,38916108574556874195373772648350722703153580378237117910993244555029273522966,2025-10-29T18:00:00Z,True,0.875,0.885,0.88,0.875,0.915,0.915,0.925,107376.918522
Will Arsenal FC win on 2025-10-29?,efl-bha-ars-2025-10-29-ars,73047176248574966678816669408300680002406382587761708954490427108247978583487,2025-10-29T19:45:00Z,True,0.685,0.655,0.5449999999999999,0.5449999999999999,0.565,0.5549999999999999,0.66,112987.63751
Will US GDP growth in Q3 2025 be between 1.0% and 1.5%?,will-us-gdp-growth-in-q2-2025-be-between-1pt0-and-1pt5,100678833157560128049756251694929249304978176924662786522786770928748231538097,2025-10-30T00:00:00Z,True,0.9745,0.9775,0.9775,0.981,0.976,0.976,0.9935,113162.722777
Will Paris FC win on 2025-10-29?,fl1-pfc-lyo-2025-10-29-pfc,93859218767952340341693296956841301010121011149365066284401008141120664989878,2025-10-29T20:05:00Z,True,0.635,0.64,0.635,0.635,0.64,0.64,0.645,121608.833373
Will US GDP growth in Q3 2025 be greater than 3.5%?,will-us-gdp-growth-in-q2-2025-be-greater-than-3pt5-299,51397787889861007574966422412954690170622500278690053953286723506095597909582,2025-10-30T00:00:00Z,False,0.614,0.624,0.6925,0.6655,0.619,0.6255,0.5405,121910.973755
Will Olympique de Marseille win on 2025-10-29?,fl1-olm-ang-2025-10-29-olm,51780820907204571004060332790017709404921125423940299219768800697332796231187,2025-10-29T20:05:00Z,False,0.81,0.815,0.815,0.81,0.805,0.795,0.805,123490.475828
Will AS Roma win on 2025-10-29?,sea-rom-par-2025-10-29-rom,65731006865735667455603096127047921669140993186650172950123039227958605735210,2025-10-29T17:30:00Z,True,0.66,0.665,0.665,0.665,0.68,0.665,0.635,128057.006204
Will Liverpool FC win on 2025-10-29?,efl-cry-liv-2025-10-29-liv-win,20984927491855040370582969640848453980413823379270118801039754031582079140088,2025-10-29T19:45:00Z,True,0.65,0.65,0.56,0.58,0.57,0.555,0.585,136886.802492
Will Alphabet (GOOGL) beat quarterly earnings?,googl-quarterly-earnings-gaap-eps-10-29-2025-2pt29,2799033142236479388758275236680243599232013794067529394859975467252052006244,2025-10-29T21:00:00Z,True,0.715,0.7,0.695,0.66,0.62,0.795,0.76,140820.696219
Will Racing Club de Lens win on 2025-10-29?,fl1-met-rcl-2025-10-29-rcl,2535508896582366966022793792082849583545896464394990117790520338408352970759,2025-10-29T18:00:00Z,False,0.54,0.54,0.54,0.56,0.595,0.635,0.65,145538.049743
Will US GDP growth in Q3 2025 be less than 1.0%?,will-us-gdp-growth-in-q2-2025-be-less-than-1pt0,79756197084902875974372518156349861528844462636347666563630807780369034250323,2025-10-30T00:00:00Z,True,0.9815,0.9825,0.9735,0.9845,0.985,0.9745,0.9825,206529.777274
Will the ECB announce a 25 bps decrease at the October meeting?,will-the-ecb-announce-a-25-bps-decrease-at-the-october-meeting,38350591276092089565354838479846258396288719794066697070217924331925621914254,2025-10-30T00:00:00Z,True,0.9855,0.9865,0.9895,0.989,0.9885,0.987,0.9795,219461.175746
Will the ECB announce no change at the October meeting?,will-the-ecb-announce-no-change-at-the-october-meeting,100347363965658482428236145756797653107782587414268651577476261733890127938025,2025-10-30T00:00:00Z,True,0.9815,0.982,0.986,0.986,0.9855,0.986,0.9755,231653.340357
Will Inter win on 2025-10-29?,sea-int-fio-2025-10-29-int,63244163455767840433263977453053241996985951520791737004575370003818471815195,2025-10-29T19:45:00Z,True,0.705,0.71,0.71,0.71,0.71,0.72,0.715,234087.626926
No change in Fed interest rates after October 2025 meeting?,no-change-in-fed-interest-rates-after-october-2025-meeting,93649474745035786731233919003082633017639813911207879453624389467235918905276,2025-10-29T12:00:00Z,True,0.9775,0.9765,0.9775,0.9855,0.99,0.9915,0.9885,46052653.992844
Will the ECB announce an increase at the October meeting?,will-the-ecb-announce-an-increase-at-the-october-meeting,55862874156798340596767560278308385184085437409110822202019455004513741922496,2025-10-30T00:00:00Z,True,0.9975,0.9975,0.9975,0.9975,0.9975,0.9995,0.9995,481617.725681
Fed decreases interest rates by 25 bps after October 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,78970393675220813117457137074949547635027336958817818487077806376171274244367,2025-10-29T12:00:00Z,True,0.96,0.9605,0.962,0.9765,0.9825,0.9835,0.9845,51626217.76071
Fed decreases interest rates by 50+ bps after October 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,56606480957388905488783515430819601640929432353106353680720689974997213777138,2025-10-29T12:00:00Z,True,0.983,0.9855,0.985,0.9905,0.9935,0.9935,0.9955,52589989.131546
Will Paris Saint-Germain FC win on 2025-10-29?,fl1-lor-psg-2025-10-29-psg,28216353013269596116336348265786762432362806599414101938943175861186178006345,2025-10-29T18:00:00Z,False,0.705,0.715,0.715,0.72,0.76,0.775,0.795,724320.476191
Will the ECB announce a 50+ bps decrease at the October meeting?,will-the-ecb-announce-a-50-bps-decrease-at-the-october-meeting,34598540016461131193156701014613761975875783949866499996518040710954561576081,2025-10-30T00:00:00Z,True,0.9975,0.997,0.997,0.9975,0.9985,0.9985,0.9985,844536.316061
Will Google have the second best AI model on October 31?,will-google-have-the-second-best-ai-model-on-october-31,6236729945586444034203731070124789756147748213147147626988077273865728597795,2025-10-31T00:00:00Z,True,0.925,0.9299999999999999,0.95,0.96,0.9705,0.9835,0.9945,100089.367634
Will Israel launch a major ground offensive in Gaza by October 31?,will-israel-launch-a-major-ground-offensive-in-gaza-by-october-31,17345795364796853142949832006270474705374264533541837086928092593379631230783,2025-10-31T00:00:00Z,True,0.985,0.9885,0.993,0.9865,0.9885,0.935,0.982,100196.595126
Will Russia capture Novopavlivka by December 31?,will-russia-capture-novopavlivka-by-december-31-948,72119458624511154403929234289107079695153275519203794996124822762674358593555,2025-10-31T00:00:00Z,False,0.625,0.5900000000000001,0.5349999999999999,0.615,0.585,0.61,0.515,104458.257686
Choo Kyung-ho in jail by October 31?,choo-kyung-ho-in-jail-by-october-31,13780260826688191279367632412295857134983561481183672282362152385829043535174,2025-10-31T00:00:00Z,True,0.972,0.992,0.983,0.985,0.989,0.9875,0.9945,104637.780169
Will Microsoft have the best AI model on October 31?,will-microsoft-have-the-best-ai-model-on-october-31,7520719692477811790861660631771214538649898303359309840271014565664777629137,2025-10-31T00:00:00Z,True,0.9985,0.9985,0.9995,0.999,0.999,0.9985,0.9995,1102855.851665
Will Trump pardon Diddy by October 31?,will-trump-pardon-diddy-by-october-31,51502136740997966503442059743793278935745877432498900151293462089349597938681,2025-10-31T00:00:00Z,True,0.971,0.961,0.9785,0.9845,0.9875,0.9925,0.9935,111829.723604
Will Google have the top AI model on October 31?,will-google-have-the-top-ai-model-on-october-31,82260936396158069076725887773477503277615829395640028043683505984226263564611,2025-10-31T00:00:00Z,True,0.95,0.935,0.94,0.945,0.935,0.955,0.9555,112289.512229
Will Mistral AI have the second best AI model on October 31?,will-mistral-ai-have-the-second-best-ai-model-on-october-31,68084542456177185552176884090416152752824647272406895595027809750034209692549,2025-10-31T00:00:00Z,True,0.996,0.9965,0.9965,0.9965,0.997,0.9975,0.9985,112828.325835
Will Moonshot have the second best AI model on October 31?,will-moonshot-have-the-second-best-ai-model-on-october-31,5700629314552213093345352917017855706412554216822514906754621824622718646913,2025-10-31T00:00:00Z,True,0.997,0.9945,0.995,0.996,0.998,0.998,0.9975,114463.89894
Grokipedia released by October 31?,grokipedia-released-by-october-31-569,25648007219578045804032000678051406767929611988120553820476778549334331890422,2025-10-31T00:00:00Z,True,0.84,0.745,0.525,0.66,0.9865,0.9985,0.9995,1152050.737799
Will Larry Ellison be richest person on October 31?,will-larry-ellison-be-richest-person-on-october-31,80279285287339626487590904061210278722897457052068101655502876175061322889174,2025-10-31T00:00:00Z,True,0.988,0.989,0.992,0.992,0.994,0.994,0.9935,117390.71125
Will xAI have the second best AI model on October 31?,will-xai-have-the-second-best-ai-model-on-october-31,108079900833084341516512011856371808969381296251792341087858114501117927849255,2025-10-31T00:00:00Z,True,0.996,0.995,0.9955,0.9955,0.996,0.9955,0.996,126908.348301
U.S. anti-cartel operation on foreign soil by October 31?,us-anti-cartel-operation-on-foreign-soil-by-october-31,90720346653143512650322362084771482570745609072769981990243304123786386244327,2025-10-31T00:00:00Z,True,0.79,0.815,0.885,0.94,0.9299999999999999,0.94,0.965,133931.159189
Will Mark Zuckerberg be richest person on October 31?,will-mark-zuckerberg-be-richest-person-on-october-31,103914279218207150447811017059251976106151795738933828957868356318967515389194,2025-10-31T00:00:00Z,True,0.9985,0.9985,0.998,0.998,0.9985,0.9985,0.9995,1359159.223329
French election called by October 31?,french-election-called-by-october-31-356-981,74360986321017792848605865833262899573706460181568214029630466573105042775545,2025-10-31T00:00:00Z,True,0.973,0.9319999999999999,0.955,0.97,0.983,0.984,0.995,136037.610282
Fed governor resigns by October 31?,another-fed-governor-out-by-december-31,27806189709842430971240800403382596367059018849286385300713112024984584771606,2025-10-31T00:00:00Z,True,0.9895,0.9915,0.9965,0.9955,0.9915,0.9915,0.995,142732.580248
Will Oracle be the second most valuable company on October 31?,will-oracle-be-the-second-most-valuable-company-on-october-31-455,66368466794147401185768653240707408971195373274350948758926589219240311621423,2025-10-31T00:00:00Z,True,0.999,0.9995,0.999,0.9995,0.9995,0.9995,0.9995,153605.854868
Russian strike on a NATO member by October 31?,russian-strike-on-a-nato-member-by-october-31,82376459009665712020492354388218171833052377029618607460709673267037410456165,2025-10-31T00:00:00Z,True,0.987,0.9835,0.9835,0.991,0.983,0.9795,0.9965,159006.726063
Lecornu  out as French PM by October 31?,lecornu-out-as-french-pm-by-october-31,50287828301546739419217347342589451974781686974800718396425803742136284735548,2025-10-31T00:00:00Z,True,0.9595,0.945,0.955,0.9635,0.9645,0.9775,0.989,159092.206496
Israeli troops enter Damascus by October 31?,will-israeli-troops-enter-damascus-by-october-31,94083044247945779385157891698315252996523719763631087377039274373343370229678,2025-10-31T00:00:00Z,True,0.996,0.996,0.996,0.9945,0.9975,0.9975,0.9945,161519.401805
Israel strikes Iran by October 31?,israel-strikes-iran-by-october-31,245584508265384387566891337162031911911613259978211411036698288271390901408,2025-10-31T00:00:00Z,True,0.9805,0.983,0.989,0.9875,0.991,0.9845,0.9935,1736645.964827
Will NVIDIA be the second most valuable company on October 31?,will-nvidia-be-the-second-most-valuable-company-on-october-31-584,43047038142842818411462585849136207992740795211705071824273312056598621285403,2025-10-31T00:00:00Z,True,0.9975,0.995,0.9985,0.996,0.9855,0.9995,0.9995,183322.66257
Will Other be the most valuable company on October 31?,will-other-be-the-most-valuable-company-on-october-31,16545015992671028989528238175125436124919701626213752176108519706807804649435,2025-10-31T00:00:00Z,True,0.9985,0.999,0.9985,0.999,0.9995,0.9995,0.9995,187718.132768
Will Israel strike Iraq by October 31?,will-israel-strike-iraq-by-october-31,88706363559403180382032938348515913712216684475957311251533788659446005422696,2025-10-31T00:00:00Z,True,0.9855,0.99,0.9845,0.9845,0.9885,0.986,0.997,191490.233622
Will Elon Musk be richest person on October 31?,will-elon-musk-be-richest-person-on-october-31,101249269611241161413386684993870206074924637979199115740039749009591326382719,2025-10-31T00:00:00Z,True,0.984,0.986,0.987,0.9865,0.9885,0.993,0.9945,194038.087863
Israel x Hamas Ceasefire Phase II by October 31?,israel-x-hamas-ceasefire-phase-ii-by-october-31,105958869034285629280052130117811330085514396365874558473216614428751223576519,2025-10-31T00:00:00Z,True,0.973,0.971,0.9645,0.968,0.9725,0.988,0.9905,202282.328875
Will Oracle be the most valuable company on October 31?,will-oracle-be-the-most-valuable-company-on-october-31,105185367046743447178551153636473809206641207380702967113350146509564520598954,2025-10-31T00:00:00Z,True,0.999,0.999,0.9985,0.9985,0.9995,0.9995,0.9995,203496.803364
Will Mistral AI have the best AI model on October 31?,will-mistral-ai-have-the-best-ai-model-on-october-31,56458562330624586783120284054684279012965728407604541828142578201961138712045,2025-10-31T00:00:00Z,True,0.998,0.9985,0.9985,0.9985,0.9995,0.9995,0.9995,213228.756251
Will Trump agree to a tariff agreement with South Korea in October?,will-trump-agree-to-a-tariff-agreement-with-south-korea-in-october,8827966403757158402356590053864765100547589188179708358447331830034586774670,2025-10-31T00:00:00Z,True,0.565,0.545,0.505,0.605,0.665,0.835,0.925,219051.187628
Will Trump agree to a tariff agreement with China in October?,will-trump-agree-to-a-tariff-agreement-with-china-in-october,11141035532409844747515335788743375357901727535526321420512269871919345872549,2025-10-31T00:00:00Z,False,0.6950000000000001,0.5549999999999999,0.625,0.7,0.64,0.58,0.69,221858.70106
Will Russia capture Yampil' by November 30?,will-russia-capture-yampil-by-november-30,67572291633221978321229244384144301731739380419620161406533787465697308569861,2025-10-31T00:00:00Z,False,0.53,0.64,0.675,0.57,0.56,0.715,0.75,222068.25226
Next French confidence vote passes?,next-french-confidence-vote-passes,63378520963086579356649077368556132131145675196587144324212875891797134230748,2025-10-31T00:00:00Z,True,0.996,0.994,0.996,0.9975,0.9925,0.9945,0.9965,222493.239319
Will Z.ai have the best AI model on October 31?,will-zai-have-the-best-ai-model-on-october-31,114821858692394629332346767210575824746473362463793665926535918272847651498518,2025-10-31T00:00:00Z,True,0.9985,0.997,0.997,0.9975,0.997,0.997,0.998,230099.361644
Will Tencent have the best AI model on October 31?,will-tencent-have-the-best-ai-model-on-october-31,42289035521833336998508409097948123556913538788044635157609979131172472250226,2025-10-31T00:00:00Z,True,0.9995,0.999,0.9995,0.9995,0.9995,0.9995,0.9995,232930.968664
Will DeepSeek have the best AI model on October 31?,will-deepseek-have-the-best-ai-model-on-october-31,106515167074097658362249120246211955212681453412054429274764958904232291267029,2025-10-31T00:00:00Z,True,0.9975,0.9975,0.9975,0.9975,0.998,0.9985,0.9985,237141.844874
Will Trump visit the Western Wall by October 31?,will-trump-visit-the-western-wall-by-october-31,24508476354821074481551005081791192047401019793464602592206901270247576535566,2025-10-31T00:00:00Z,True,0.9965,0.9965,0.997,0.997,0.9985,0.994,0.9985,241562.530658
Will Microsoft be the most valuable company on October 31?,will-microsoft-be-the-most-valuable-company-on-october-31-236,42028549284670600397832602063963627661144407524535840805164078786186139674902,2025-10-31T00:00:00Z,True,0.992,0.9945,0.9985,0.9975,0.9995,0.999,0.9995,250123.565606
Israel x Hamas ceasefire cancelled by October 31?,israel-x-hamas-ceasefire-cancelled-by-october-31,83953475968045339954505630096272358789438481317754044977459884299949866233030,2025-10-31T00:00:00Z,True,0.959,0.961,0.9675,0.974,0.9835,0.924,0.977,2502858.18776
Will Moonshot have the best AI model on October 31?,will-moonshot-have-the-best-ai-model-on-october-31,96416507320376267962656567584183385733480176111842828934203414267295178867381,2025-10-31T00:00:00Z,True,0.9985,0.9995,0.9995,0.999,0.9995,0.9995,0.9995,270424.170937
Trump pause or remove 100k H-1B policy by October 31?,will-trump-pauseremove-100k-h1b-porgram,32176779293716421593103584913616036946614498178874720387837568371536148201475,2025-10-31T00:00:00Z,True,0.92,0.895,0.875,0.935,0.965,0.9785,0.989,285368.647214
